Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
6/15/09,Ireland,12,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Israel,117,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Italy,67,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Jamaica,11,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Japan,605,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Lebanon,8,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Malaysia,5,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Mexico,6241,108,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Morocco,1,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Netherlands,61,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,New Zealand,86,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Nicaragua,56,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Norway,13,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Panama,272,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Paraguay,25,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Peru,91,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Philippines,77,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Poland,7,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Portugal,3,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Republic of Korea,65,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Romania,13,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Russia,3,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Saudi Arabia,11,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Singapore,47,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Slovakia,3,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Spain,488,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Sweden,32,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Switzerland,22,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Thailand,29,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Trinidad and Tobago,5,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Turkey,10,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,United Kingdom,1226,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,United States of America,17855,45,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Uruguay,36,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Venezuela,25,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Viet Nam,25,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,West Bank and Gaza Strip,2,0,https://www.who.int/csr/don/2009_06_15/en/
6/17/09,Argentina,733,1,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Australia,2112,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Austria,7,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Bahamas,2,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Bahrain,12,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Barbados,3,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Belgium,19,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Bolivia,11,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Brazil,79,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,"British Virgin Islands, UKOT",1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Canada,4049,7,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,"Cayman Islands, UKOT",4,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Chile,2335,2,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,China,382,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Colombia,53,1,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Costa Rica,149,1,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Cuba,7,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Czech Republic,4,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Denmark,15,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Dominican Republic,93,1,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Ecuador,86,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Egypt,26,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,El Salvador,125,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Estonia,4,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Finland,12,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,France,118,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,"France, French Polynesia, FOC",1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,"France, Martinique, FOC",1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Germany,195,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Greece,23,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Guatemala,128,1,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Honduras,100,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Hungary,4,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Iceland,4,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,India,30,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Ireland,12,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Israel,152,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Italy,72,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Jamaica,12,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Japan,666,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Jordan,2,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Lebanon,11,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Luxembourg,2,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Malaysia,17,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Mexico,6241,108,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Morocco,3,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Netherlands,68,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,"Netherlands, Curacao, OT",1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,New Zealand,127,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Nicaragua,118,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Norway,13,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Panama,272,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Paraguay,25,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Peru,112,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Philippines,193,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Poland,7,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Portugal,3,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Qatar,3,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Republic of Korea,65,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Romania,16,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Russia,3,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Samoa,1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Saudi Arabia,17,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Singapore,49,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Slovakia,3,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Spain,499,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Sri Lanka,1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Sweden,37,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Switzerland,27,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Thailand,310,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Trinidad and Tobago,5,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Turkey,16,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,United Kingdom,1461,1,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,"United Kingdom, Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,"United Kingdom, Jersey, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,United States of America,17855,44,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Uruguay,36,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Venezuela,45,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Viet Nam,27,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,West Bank and Gaza Strip,2,0,https://www.who.int/csr/don/2009_06_17/en/
6/17/09,Yemen,1,0,https://www.who.int/csr/don/2009_06_17/en/
6/19/09,Argentina,918,4,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Australia,2199,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Austria,8,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Bahamas,2,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Bahrain,12,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Barbados,4,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Belgium,19,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Bolivia,11,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Brazil,96,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,"British Virgin Islands,  UKOT",1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Canada,4905,12,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,"Cayman Islands, UKOT",4,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Chile,3125,2,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,China,519,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Colombia,60,1,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Costa Rica,149,1,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Cuba,15,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Czech Republic,5,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Denmark,22,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Dominican Republic,93,1,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Ecuador,86,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Egypt,29,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,El Salvador,160,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Estonia,5,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Finland,13,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,France,131,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,"French Polynesia, FOC",1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Germany,238,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Greece,31,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Guatemala,153,1,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Honduras,108,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Hungary,7,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Iceland,4,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,India,30,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Ireland,16,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Israel,219,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Italy,88,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Jamaica,14,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Japan,690,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,"Jersey, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Jordan,2,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Laos,1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Lebanon,12,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Luxembourg,2,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Malaysia,23,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,"Martinique, FOC",1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Mexico,7624,113,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Morocco,8,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Netherlands,87,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,"Netherlands Antilles, Curaçao ",3,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,"Netherlands Antilles, Sint Maarten",1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,New Zealand,216,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Nicaragua,144,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Norway,17,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Oman,3,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Panama,272,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Paraguay,27,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Peru,141,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Philippines,311,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Poland,7,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Portugal,5,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Qatar,3,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Republic of Korea,84,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Romania,18,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Russia,3,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Samoa,1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Saudi Arabia,22,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Singapore,77,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Slovakia,3,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,South Africa,1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Spain,512,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Sri Lanka,1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Suriname,11,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Sweden,43,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Switzerland,27,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Thailand,518,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Trinidad and Tobago,18,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Turkey,20,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,United Arab Emirates,2,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,United Kingdom,1752,1,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,United States of America,17855,44,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Uruguay,36,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Venezuela,60,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Viet Nam,27,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,West Bank and Gaza Strip,5,0,https://www.who.int/csr/don/2009_06_19/en/
6/19/09,Yemen,4,0,https://www.who.int/csr/don/2009_06_19/en/
6/22/09,Algeria,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Argentina,1010,7,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Australia,2436,1,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Austria,9,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Bahamas,2,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Bahrain,15,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Bangladesh,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Barbados,4,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Belgium,29,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Bolivia,25,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Brazil,131,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,"British Virgin Islands,  UKOT",1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Brunei Darussalam,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Canada,5710,13,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,"Cayman Islands, UKOT",4,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Chile,4315,4,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,China,739,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Colombia,71,2,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Costa Rica,149,1,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Cuba,15,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Cyprus,4,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Czech Republic,7,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Denmark,23,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Dominican Republic,93,1,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Ecuador,95,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Egypt,39,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,El Salvador,160,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Estonia,5,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Fiji,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Finland,13,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,France,147,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,"French Polynesia, FOC",1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Germany,275,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Greece,48,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Guatemala,208,1,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Honduras,108,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Hungary,7,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Iceland,4,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,India,44,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Ireland,23,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Israel,291,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Italy,88,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Jamaica,19,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Japan,850,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,"Jersey, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Jordan,13,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Kuwait,26,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Laos,2,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Lebanon,12,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Luxembourg,3,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Malaysia,23,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,"Martinique, FOC",1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Mexico,7624,113,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Morocco ,6,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Netherlands,91,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,"Netherlands Antilles, Curaçao ",3,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,"Netherlands Antilles, Sint Maarten",1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,New Zealand,258,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Nicaragua,189,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Norway,17,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Oman,3,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Panama,330,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Paraguay,48,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Peru,185,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Philippines,344,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Poland,13,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Portugal,6,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Qatar,8,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Republic of Korea,105,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Romania,18,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Russia,3,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Samoa,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Saudi Arabia,35,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Singapore,142,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Slovakia,3,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Slovenia,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,South Africa,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Spain,522,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Sri Lanka,4,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Suriname,11,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Sweden,48,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Switzerland,31,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Thailand,589,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Trinidad and Tobago,18,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Turkey,20,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,United Arab Emirates,2,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,United Kingdom,2506,1,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,United States of America,21449,87,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Uruguay,36,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Venezuela,71,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Viet Nam,35,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,West Bank and Gaza Strip,8,0,https://www.who.int/csr/don/2009_06_22/en/
6/22/09,Yemen,5,0,https://www.who.int/csr/don/2009_06_22/en/
6/24/09,Algeria,2,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Antigua and Barbuda,2,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Argentina,1213,7,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Australia,2857,2,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Austria,12,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Bahamas,4,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Bahrain,15,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Bangladesh,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Barbados,5,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Belgium,30,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Bolivia,44,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Brazil,334,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,"British Virgin Islands,  UKOT",1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Brunei Darussalam,4,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Bulgaria,5,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Cambodia,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Canada,6457,15,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Cap Verde,3,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,"Cayman Islands, UKOT",7,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Chile,4315,4,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,China,906,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Colombia,71,2,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Costa Rica,189,1,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Cote d'Ivoire,2,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Cuba,15,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Cyprus,5,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Czech Republic,7,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Denmark,34,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Dominican Republic,108,2,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Ecuador,115,0,https://www.who.int/csr/don/2009_06_24/en/
